,labels,scores,hw1_rules_1_Rule_N_v1,hw1_rules_Verification,hw1_rules_2_Rule_N_v1,hw1_rules_1_Rule_N,hw1_rules_2_Rule_N
hw1_design_(3831),1,1.9341183999999996,1,1,1,1,1
hw1_design_(3831)_v1,1,1.9341183999999996,1,1,1,1,1
hw1_design_(3207)_v1,1,1.9342299,1,1,1,1,1
hw1_design_(3207),1,1.9342299,1,1,1,1,1
hw1_design_(3365)_v1,1,1.9346336,1,1,1,1,1
hw1_design_(3365),1,1.9346336,1,1,1,1,1
hw1_design_(3235)_v1,1,1.9347056000000005,1,1,1,1,1
hw1_design_(3235),1,1.9347056000000005,1,1,1,1,1
hw1_design_(3095),1,1.9352294000000003,1,1,1,1,1
hw1_design_(3095)_v1,1,1.9352294000000003,1,1,1,1,1
hw1_design_(3085)_v1,1,1.9355320999999999,1,1,1,1,1
hw1_design_(3085),1,1.9355320999999999,1,1,1,1,1
hw1_design_(3225)_v1,1,1.9364036,1,1,1,1,1
hw1_design_(3225),1,1.9364036,1,1,1,1,1
hw1_design_(2296),1,1.9370829,1,1,1,1,1
hw1_design_(2296)_v1,1,1.9370829,1,1,1,1,1
hw1_design_(3444),1,1.9385198,1,1,1,1,1
hw1_design_(3444)_v1,1,1.9385198,1,1,1,1,1
hw1_design_(3210)_v1,1,1.9389296999999996,1,1,1,1,1
hw1_design_(3210),1,1.9389296999999996,1,1,1,1,1
hw1_design_(3204),1,1.9389488000000001,1,1,1,1,1
hw1_design_(3204)_v1,1,1.9389488000000001,1,1,1,1,1
hw1_design_(3141),1,1.9391528000000002,1,1,1,1,1
hw1_design_(3141)_v1,1,1.9391528000000002,1,1,1,1,1
hw1_design_(3323)_v1,1,1.9403352,1,1,1,1,1
hw1_design_(3323),1,1.9403352,1,1,1,1,1
hw1_design_(3589),1,1.9415920999999998,1,1,1,1,1
hw1_design_(3589)_v1,1,1.9415920999999998,1,1,1,1,1
hw1_design_(2223)_v1,1,1.9421171000000004,1,1,1,1,1
hw1_design_(2223),1,1.9421171000000004,1,1,1,1,1
hw1_design_(3443),1,1.9423578999999997,1,1,1,1,1
hw1_design_(3443)_v1,1,1.9423578999999997,1,1,1,1,1
hw1_design_(2792)_v1,1,1.9449649000000002,1,1,1,1,1
hw1_design_(2792),1,1.9449649000000002,1,1,1,1,1
hw1_design_(2915),1,1.9452096,1,1,1,1,1
hw1_design_(2915)_v1,1,1.9452096,1,1,1,1,1
hw1_design_(3236),1,1.9461340000000003,1,1,1,1,1
hw1_design_(3236)_v1,1,1.9461340000000003,1,1,1,1,1
hw1_design_(2299),1,1.9463580999999999,1,1,1,1,1
hw1_design_(2299)_v1,1,1.9463580999999999,1,1,1,1,1
hw1_design_(3091),1,1.9466392,1,1,1,1,1
hw1_design_(3091)_v1,1,1.9466392,1,1,1,1,1
hw1_design_(2291)_v1,1,1.9476837000000002,1,1,1,1,1
hw1_design_(2291),1,1.9476837000000002,1,1,1,1,1
hw1_design_(3362),1,1.9484195999999998,1,1,1,1,1
hw1_design_(3362)_v1,1,1.9484195999999998,1,1,1,1,1
hw1_design_(3451),1,1.9484788,1,1,1,1,1
hw1_design_(3451)_v1,1,1.9484788,1,1,1,1,1
hw1_design_(2914),1,1.9501039,1,1,1,1,1
hw1_design_(2914)_v1,1,1.9501039,1,1,1,1,1
hw1_design_(3488)_v1,1,1.9503348999999999,1,1,1,1,1
hw1_design_(3488),1,1.9503348999999999,1,1,1,1,1
hw1_design_(2420),1,1.9509355,1,1,1,1,1
hw1_design_(2420)_v1,1,1.9509355,1,1,1,1,1
hw1_design_(3600),1,1.9516782999999998,1,1,1,1,1
hw1_design_(3600)_v1,1,1.9516782999999998,1,1,1,1,1
hw1_design_(3016),1,1.9519050999999998,1,1,1,1,1
hw1_design_(3016)_v1,1,1.9519050999999998,1,1,1,1,1
hw1_design_(2488)_v1,1,1.9525758999999998,1,1,1,1,1
hw1_design_(2488),1,1.9525758999999998,1,1,1,1,1
hw1_design_(3393),1,1.9530724,1,1,1,1,1
hw1_design_(3393)_v1,1,1.9530724,1,1,1,1,1
hw1_design_(3481)_v1,1,1.9536403,1,1,1,1,1
hw1_design_(3481),1,1.9536403,1,1,1,1,1
hw1_design_(3244)_v1,1,1.9537475000000002,1,1,1,1,1
hw1_design_(3244),1,1.9537475000000002,1,1,1,1,1
hw1_design_(2791),1,1.9552106000000005,1,1,1,1,1
hw1_design_(2791)_v1,1,1.9552106000000005,1,1,1,1,1
hw1_design_(3321)_v1,1,1.9571319,1,1,1,1,1
hw1_design_(3321),1,1.9571319,1,1,1,1,1
hw1_design_(3441)_v1,1,1.9578048999999997,1,1,1,1,1
hw1_design_(3441),1,1.9578048999999997,1,1,1,1,1
hw1_design_(3245)_v1,1,1.9580237999999999,1,1,1,1,1
hw1_design_(3245),1,1.9580237999999999,1,1,1,1,1
hw1_design_(3144)_v1,1,1.9583768,1,1,1,1,1
hw1_design_(3144),1,1.9583768,1,1,1,1,1
hw1_design_(3442)_v1,1,1.9590549999999998,1,1,1,1,1
hw1_design_(3442),1,1.9590549999999998,1,1,1,1,1
hw1_design_(3142)_v1,1,1.961038,1,1,1,1,1
hw1_design_(3142),1,1.961038,1,1,1,1,1
hw1_design_(3322),1,1.9613739,1,1,1,1,1
hw1_design_(3322)_v1,1,1.9613739,1,1,1,1,1
hw1_design_(2765)_v1,1,1.9618636000000005,1,1,1,1,1
hw1_design_(2765),1,1.9618636000000005,1,1,1,1,1
hw1_design_(3414)_v1,1,1.962845,1,1,1,1,1
hw1_design_(3414),1,1.962845,1,1,1,1,1
hw1_design_(3209),1,1.9629587,1,1,1,1,1
hw1_design_(3209)_v1,1,1.9629587,1,1,1,1,1
hw1_design_(3742),1,1.9630730999999995,1,1,1,1,1
hw1_design_(3742)_v1,1,1.9630730999999995,1,1,1,1,1
hw1_design_(3238),1,1.9634548000000005,1,1,1,1,1
hw1_design_(3238)_v1,1,1.9634548000000005,1,1,1,1,1
hw1_design_(3541)_v1,1,1.9639039999999999,1,1,1,1,1
hw1_design_(3541),1,1.9639039999999999,1,1,1,1,1
hw1_design_(3467),1,1.9641198000000002,1,1,1,1,1
hw1_design_(3467)_v1,1,1.9641198000000002,1,1,1,1,1
hw1_design_(3139)_v1,1,1.9651299000000004,1,1,1,1,1
hw1_design_(3139),1,1.9651299000000004,1,1,1,1,1
hw1_design_(2605)_v1,1,1.9662644999999999,1,1,1,1,1
hw1_design_(2605),1,1.9662644999999999,1,1,1,1,1
hw1_design_(3363),1,1.9665257,1,1,1,1,1
hw1_design_(3363)_v1,1,1.9665257,1,1,1,1,1
hw1_design_(3545)_v1,1,1.9674318999999998,1,1,1,1,1
hw1_design_(3545),1,1.9674318999999998,1,1,1,1,1
hw1_design_(3544),1,1.9676545999999997,1,1,1,1,1
hw1_design_(3544)_v1,1,1.9676545999999997,1,1,1,1,1
hw1_design_(3223)_v1,1,1.9681174000000001,1,1,1,1,1
hw1_design_(3223),1,1.9681174000000001,1,1,1,1,1
hw1_design_(3546),1,1.9689659000000002,1,1,1,1,1
hw1_design_(3546)_v1,1,1.9689659000000002,1,1,1,1,1
hw1_design_(3146),1,1.9699627,1,1,1,1,1
hw1_design_(3146)_v1,1,1.9699627,1,1,1,1,1
hw1_design_(3364),1,1.9715761,1,1,1,1,1
hw1_design_(3364)_v1,1,1.9715761,1,1,1,1,1
hw1_design_(3199),1,1.9727370000000002,1,1,1,1,1
hw1_design_(3199)_v1,1,1.9727370000000002,1,1,1,1,1
hw1_design_(3779)_v1,1,1.9733943000000003,1,1,1,1,1
hw1_design_(3779),1,1.9733943000000003,1,1,1,1,1
hw1_design_(3440),1,1.9740403000000002,1,1,1,1,1
hw1_design_(3440)_v1,1,1.9740403000000002,1,1,1,1,1
hw1_design_(3542)_v1,1,1.9750210999999998,1,1,1,1,1
hw1_design_(3542),1,1.9750210999999998,1,1,1,1,1
hw1_design_(3241)_v1,1,1.9758960000000003,1,1,1,1,1
hw1_design_(3241),1,1.9758960000000003,1,1,1,1,1
hw1_design_(3614),1,1.9766438999999996,1,1,1,1,1
hw1_design_(3614)_v1,1,1.9766438999999996,1,1,1,1,1
hw1_design_(3604)_v1,1,1.9778394000000001,1,1,1,1,1
hw1_design_(3604),1,1.9778394000000001,1,1,1,1,1
hw1_design_(3347)_v1,1,1.9781815999999997,1,1,1,1,1
hw1_design_(3347),1,1.9781815999999997,1,1,1,1,1
hw1_design_(3014),1,1.9791574,1,1,1,1,1
hw1_design_(3014)_v1,1,1.9791574,1,1,1,1,1
hw1_design_(3463)_v1,1,1.9816609999999995,1,1,1,1,1
hw1_design_(3463),1,1.9816609999999995,1,1,1,1,1
hw1_design_(3200),1,1.9820011999999996,1,1,1,1,1
hw1_design_(3200)_v1,1,1.9820011999999996,1,1,1,1,1
hw1_design_(2665),1,1.9826213999999998,1,1,1,1,1
hw1_design_(2665)_v1,1,1.9826213999999998,1,1,1,1,1
hw1_design_(3411),1,1.9829074,1,1,1,1,1
hw1_design_(3411)_v1,1,1.9829074,1,1,1,1,1
hw1_design_(3734),1,1.9858136999999998,1,1,1,1,1
hw1_design_(3734)_v1,1,1.9858136999999998,1,1,1,1,1
hw1_design_(2410)_v1,1,1.9859601,1,1,1,1,1
hw1_design_(2410),1,1.9859601,1,1,1,1,1
hw1_design_(3208)_v1,1,1.9859703999999998,1,1,1,1,1
hw1_design_(3208),1,1.9859703999999998,1,1,1,1,1
hw1_design_(3484)_v1,1,1.9870260999999998,1,1,1,1,1
hw1_design_(3484),1,1.9870260999999998,1,1,1,1,1
hw1_design_(3018)_v1,1,1.9876277000000004,1,1,1,1,1
hw1_design_(3018),1,1.9876277000000004,1,1,1,1,1
hw1_design_(3543)_v1,1,1.9886119000000002,1,1,1,1,1
hw1_design_(3543),1,1.9886119000000002,1,1,1,1,1
hw1_design_(3205),1,1.9887267000000004,1,1,1,1,1
hw1_design_(3205)_v1,1,1.9887267000000004,1,1,1,1,1
hw1_design_(3145),1,1.9893332000000004,1,1,1,1,1
hw1_design_(3145)_v1,1,1.9893332000000004,1,1,1,1,1
hw1_design_(3609),1,1.9907000000000001,1,1,1,1,1
hw1_design_(3609)_v1,1,1.9907000000000001,1,1,1,1,1
hw1_design_(3395),1,1.9909523,1,1,1,1,1
hw1_design_(3395)_v1,1,1.9909523,1,1,1,1,1
hw1_design_(3594),1,1.9914755,1,1,1,1,1
hw1_design_(3594)_v1,1,1.9914755,1,1,1,1,1
hw1_design_(3319),1,1.9918650000000002,1,1,1,1,1
hw1_design_(3319)_v1,1,1.9918650000000002,1,1,1,1,1
hw1_design_(3575),1,1.9927949,1,1,1,1,1
hw1_design_(3575)_v1,1,1.9927949,1,1,1,1,1
hw1_design_(3396),1,1.9937538000000001,1,1,1,1,1
hw1_design_(3396)_v1,1,1.9937538000000001,1,1,1,1,1
hw1_design_(3466)_v1,1,1.9949449,1,1,1,1,1
hw1_design_(3466),1,1.9949449,1,1,1,1,1
hw1_design_(3150),1,1.9950294,1,1,1,1,1
hw1_design_(3150)_v1,1,1.9950294,1,1,1,1,1
hw1_design_(3775),1,1.9965802000000001,1,1,1,1,1
hw1_design_(3775)_v1,1,1.9965802000000001,1,1,1,1,1
hw1_design_(3830),1,1.9966817999999997,1,1,1,1,1
hw1_design_(3830)_v1,1,1.9966817999999997,1,1,1,1,1
hw1_design_(3392)_v1,1,1.9970514999999998,1,1,1,1,1
hw1_design_(3392),1,1.9970514999999998,1,1,1,1,1
hw1_design_(3013)_v1,1,1.9973904000000002,1,1,1,1,1
hw1_design_(3013),1,1.9973904000000002,1,1,1,1,1
hw1_design_(3147),1,1.9978426,1,1,1,1,1
hw1_design_(3147)_v1,1,1.9978426,1,1,1,1,1
hw1_design_(3505)_v1,1,1.9998857,1,1,1,1,1
hw1_design_(3505),1,1.9998857,1,1,1,1,1
hw1_design_(3338),1,2.0015156,1,1,1,1,1
hw1_design_(3338)_v1,1,2.0015156,1,1,1,1,1
hw1_design_(3391),1,2.0029266,1,1,1,1,1
hw1_design_(3391)_v1,1,2.0029266,1,1,1,1,1
hw1_design_(2790)_v1,1,2.0039344,1,1,1,1,1
hw1_design_(2790),1,2.0039344,1,1,1,1,1
hw1_design_(3597),1,2.0058858,1,1,1,1,1
hw1_design_(3597)_v1,1,2.0058858,1,1,1,1,1
hw1_design_(3736)_v1,1,2.005981,1,1,1,1,1
hw1_design_(3736),1,2.005981,1,1,1,1,1
hw1_design_(3233),1,2.0063631999999996,1,1,1,1,1
hw1_design_(3233)_v1,1,2.0063631999999996,1,1,1,1,1
hw1_design_(3490),1,2.0070336,1,1,1,1,1
hw1_design_(3490)_v1,1,2.0070336,1,1,1,1,1
hw1_design_(3503)_v1,1,2.0101101,1,1,1,1,1
hw1_design_(3503),1,2.0101101,1,1,1,1,1
hw1_design_(3845)_v1,1,2.0126570000000004,1,1,1,1,1
hw1_design_(3845),1,2.0126570000000004,1,1,1,1,1
hw1_design_(3439),1,2.0132283999999996,1,1,1,1,1
hw1_design_(3439)_v1,1,2.0132283999999996,1,1,1,1,1
hw1_design_(3215),1,2.0155406,1,1,1,1,1
hw1_design_(3215)_v1,1,2.0155406,1,1,1,1,1
hw1_design_(3762)_v1,1,2.0166527999999997,1,1,1,1,1
hw1_design_(3762),1,2.0166527999999997,1,1,1,1,1
hw1_design_(3012),1,2.0194473,1,1,1,1,1
hw1_design_(3012)_v1,1,2.0194473,1,1,1,1,1
hw1_design_(3361)_v1,1,2.019925,1,1,1,1,1
hw1_design_(3361),1,2.019925,1,1,1,1,1
hw1_design_(3571)_v1,1,2.0200187999999994,1,1,1,1,1
hw1_design_(3571),1,2.0200187999999994,1,1,1,1,1
hw1_design_(2485)_v1,1,2.0203326,1,1,1,1,1
hw1_design_(2485),1,2.0203326,1,1,1,1,1
hw1_design_(3758),1,2.0209239,1,1,1,1,1
hw1_design_(3758)_v1,1,2.0209239,1,1,1,1,1
hw1_design_(3011)_v1,1,2.021327,1,1,1,1,1
hw1_design_(3011),1,2.021327,1,1,1,1,1
hw1_design_(2988)_v1,1,2.0238444999999996,1,1,1,1,1
hw1_design_(2988),1,2.0238444999999996,1,1,1,1,1
hw1_design_(3212),1,2.026859,1,1,1,1,1
hw1_design_(3212)_v1,1,2.026859,1,1,1,1,1
hw1_design_(3528)_v1,1,2.0279646000000002,1,1,1,1,1
hw1_design_(3528),1,2.0279646000000002,1,1,1,1,1
hw1_design_(3499),1,2.0281696,1,1,1,1,1
hw1_design_(3499)_v1,1,2.0281696,1,1,1,1,1
hw1_design_(3482),1,2.028369,1,1,1,1,1
hw1_design_(3482)_v1,1,2.028369,1,1,1,1,1
hw1_design_(3452),1,2.028673,1,1,1,1,1
hw1_design_(3452)_v1,1,2.028673,1,1,1,1,1
hw1_design_(3334)_v1,1,2.0290700000000004,1,1,1,1,1
hw1_design_(3334),1,2.0290700000000004,1,1,1,1,1
hw1_design_(3214)_v1,1,2.0291526,1,1,1,1,1
hw1_design_(3214),1,2.0291526,1,1,1,1,1
hw1_design_(3333),1,2.029608,1,1,1,1,1
hw1_design_(3333)_v1,1,2.029608,1,1,1,1,1
hw1_design_(3524),1,2.0297143,1,1,1,1,1
hw1_design_(3524)_v1,1,2.0297143,1,1,1,1,1
hw1_design_(3318)_v1,1,2.0308907,1,1,1,1,1
hw1_design_(3318),1,2.0308907,1,1,1,1,1
hw1_design_(3336),1,2.031157,1,1,1,1,1
hw1_design_(3336)_v1,1,2.031157,1,1,1,1,1
hw1_design_(3523),1,2.0323856,1,1,1,1,1
hw1_design_(3523)_v1,1,2.0323856,1,1,1,1,1
hw1_design_(3757),1,2.0332677,1,1,1,1,1
hw1_design_(3757)_v1,1,2.0332677,1,1,1,1,1
hw1_design_(3337),1,2.0332887,1,1,1,1,1
hw1_design_(3337)_v1,1,2.0332887,1,1,1,1,1
hw1_design_(3623),1,2.0343683,1,1,1,1,1
hw1_design_(3623)_v1,1,2.0343683,1,1,1,1,1
hw1_design_(3216)_v1,1,2.036513,1,1,1,1,1
hw1_design_(3216),1,2.036513,1,1,1,1,1
hw1_design_(3340)_v1,1,2.0374103,1,1,1,1,1
hw1_design_(3340),1,2.0374103,1,1,1,1,1
hw1_design_(3508)_v1,1,2.0394058000000004,1,1,1,1,1
hw1_design_(3508),1,2.0394058000000004,1,1,1,1,1
hw1_design_(2408)_v1,1,2.0407917,1,1,1,1,1
hw1_design_(2408),1,2.0407917,1,1,1,1,1
hw1_design_(3512),1,2.0422873,1,1,1,1,1
hw1_design_(3512)_v1,1,2.0422873,1,1,1,1,1
hw1_design_(3592),1,2.0441718000000004,1,1,1,1,1
hw1_design_(3592)_v1,1,2.0441718000000004,1,1,1,1,1
hw1_design_(3394)_v1,1,2.0454688,1,1,1,1,1
hw1_design_(3394),1,2.0454688,1,1,1,1,1
hw1_design_(3335)_v1,1,2.045525,1,1,1,1,1
hw1_design_(3335),1,2.045525,1,1,1,1,1
hw1_design_(3232),1,2.0457113000000002,1,1,1,1,1
hw1_design_(3232)_v1,1,2.0457113000000002,1,1,1,1,1
hw1_design_(2224)_v1,1,2.0488105,1,1,1,1,1
hw1_design_(2224),1,2.0488105,1,1,1,1,1
hw1_design_(3506)_v1,1,2.0518904,1,1,1,1,1
hw1_design_(3506),1,2.0518904,1,1,1,1,1
hw1_design_(3527),1,2.0525544,1,1,1,1,1
hw1_design_(3527)_v1,1,2.0525544,1,1,1,1,1
hw1_design_(2983)_v1,1,2.0547454,1,1,1,1,1
hw1_design_(2983),1,2.0547454,1,1,1,1,1
hw1_design_(3009),1,2.0567405,1,1,1,1,1
hw1_design_(3009)_v1,1,2.0567405,1,1,1,1,1
hw1_design_(3628)_v1,1,2.0573282,1,1,1,1,1
hw1_design_(3628),1,2.0573282,1,1,1,1,1
hw1_design_(3761)_v1,1,2.0575587999999994,1,1,1,1,1
hw1_design_(3761),1,2.0575587999999994,1,1,1,1,1
hw1_design_(3412),1,2.0576239,1,1,1,1,1
hw1_design_(3412)_v1,1,2.0576239,1,1,1,1,1
hw1_design_(3602),1,2.0584188,1,1,1,1,1
hw1_design_(3602)_v1,1,2.0584188,1,1,1,1,1
hw1_design_(3526)_v1,1,2.0584648,1,1,1,1,1
hw1_design_(3526),1,2.0584648,1,1,1,1,1
hw1_design_(3277)_v1,1,2.0591253999999997,1,1,1,1,1
hw1_design_(3277),1,2.0591253999999997,1,1,1,1,1
hw1_design_(3410),1,2.0600035,1,1,1,1,1
hw1_design_(3410)_v1,1,2.0600035,1,1,1,1,1
hw1_design_(3695),1,2.0618684,1,1,1,1,1
hw1_design_(3695)_v1,1,2.0618684,1,1,1,1,1
hw1_design_(3564)_v1,1,2.0634985,1,1,1,1,1
hw1_design_(3564),1,2.0634985,1,1,1,1,1
hw1_design_(3595),1,2.0638223,1,1,1,1,1
hw1_design_(3595)_v1,1,2.0638223,1,1,1,1,1
hw1_design_(3513),1,2.0645876,1,1,1,1,1
hw1_design_(3513)_v1,1,2.0645876,1,1,1,1,1
hw1_design_(2786),1,2.064667,1,1,1,1,1
hw1_design_(2786)_v1,1,2.064667,1,1,1,1,1
hw1_design_(3619),1,2.0651262,1,1,1,1,1
hw1_design_(3619)_v1,1,2.0651262,1,1,1,1,1
hw1_design_(3621)_v1,1,2.0659797,1,1,1,1,1
hw1_design_(3621),1,2.0659797,1,1,1,1,1
hw1_design_(3357),1,2.0662,1,1,1,1,1
hw1_design_(3357)_v1,1,2.0662,1,1,1,1,1
hw1_design_(3627)_v1,1,2.0673048,1,1,1,1,1
hw1_design_(3627),1,2.0673048,1,1,1,1,1
hw1_design_(3010)_v1,1,2.0694003,1,1,1,1,1
hw1_design_(3010),1,2.0694003,1,1,1,1,1
hw1_design_(3559)_v1,1,2.0707799999999996,1,1,1,1,1
hw1_design_(3559),1,2.0707799999999996,1,1,1,1,1
hw1_design_(3511),1,2.0713775,1,1,1,1,1
hw1_design_(3511)_v1,1,2.0713775,1,1,1,1,1
hw1_design_(3507),1,2.0715344000000004,1,1,1,1,1
hw1_design_(3507)_v1,1,2.0715344000000004,1,1,1,1,1
hw1_design_(3498),1,2.0731173,1,1,1,1,1
hw1_design_(3498)_v1,1,2.0731173,1,1,1,1,1
hw1_design_(3563),1,2.0741687,1,1,1,1,1
hw1_design_(3563)_v1,1,2.0741687,1,1,1,1,1
hw1_design_(3760)_v1,1,2.0750797,1,1,1,1,1
hw1_design_(3760),1,2.0750797,1,1,1,1,1
hw1_design_(3690)_v1,1,2.0753372,1,1,1,1,1
hw1_design_(3690),1,2.0753372,1,1,1,1,1
hw1_design_(3510)_v1,1,2.077477,1,1,1,1,1
hw1_design_(3510),1,2.077477,1,1,1,1,1
hw1_design_(3007)_v1,1,2.0777946000000003,1,1,1,1,1
hw1_design_(3007),1,2.0777946000000003,1,1,1,1,1
hw1_design_(3793)_v1,1,2.0788550000000003,1,1,1,1,1
hw1_design_(3793),1,2.0788550000000003,1,1,1,1,1
hw1_design_(3525)_v1,1,2.07892,1,1,1,1,1
hw1_design_(3525),1,2.07892,1,1,1,1,1
hw1_design_(3615)_v1,1,2.0799866,1,1,1,1,1
hw1_design_(3615),1,2.0799866,1,1,1,1,1
hw1_design_(3514),1,2.0814683000000005,1,1,1,1,1
hw1_design_(3514)_v1,1,2.0814683000000005,1,1,1,1,1
hw1_design_(3797),1,2.0823455,1,1,1,1,1
hw1_design_(3797)_v1,1,2.0823455,1,1,1,1,1
hw1_design_(3344),1,2.084828,1,1,1,1,1
hw1_design_(3344)_v1,1,2.084828,1,1,1,1,1
hw1_design_(3573)_v1,1,2.0897104999999994,1,1,1,1,1
hw1_design_(3573),1,2.0897104999999994,1,1,1,1,1
hw1_design_(2982)_v1,1,2.091904,1,1,1,1,1
hw1_design_(2982),1,2.091904,1,1,1,1,1
hw1_design_(3515),1,2.0930984,1,1,1,1,1
hw1_design_(3515)_v1,1,2.0930984,1,1,1,1,1
hw1_design_(3759)_v1,1,2.0934014,1,1,1,1,1
hw1_design_(3759),1,2.0934014,1,1,1,1,1
hw1_design_(3352),1,2.0938516000000003,1,1,1,1,1
hw1_design_(3352)_v1,1,2.0938516000000003,1,1,1,1,1
hw1_design_(2758),1,2.0944761999999995,1,1,1,1,1
hw1_design_(2758)_v1,1,2.0944761999999995,1,1,1,1,1
hw1_design_(3279)_v1,1,2.0947304,1,1,1,1,1
hw1_design_(3279),1,2.0947304,1,1,1,1,1
hw1_design_(3257),1,2.096004,1,1,1,1,1
hw1_design_(3257)_v1,1,2.096004,1,1,1,1,1
hw1_design_(3497)_v1,1,2.0971174,1,1,1,1,1
hw1_design_(3497),1,2.0971174,1,1,1,1,1
hw1_design_(3493)_v1,1,2.0989685,1,1,1,1,1
hw1_design_(3493),1,2.0989685,1,1,1,1,1
hw1_design_(2642),1,2.0998783,1,1,1,1,1
hw1_design_(2642)_v1,1,2.0998783,1,1,1,1,1
hw1_design_(3590),1,2.1005359,1,1,1,1,1
hw1_design_(3590)_v1,1,2.1005359,1,1,1,1,1
hw1_design_(3626),1,2.103168,1,1,1,1,1
hw1_design_(3626)_v1,1,2.103168,1,1,1,1,1
hw1_design_(3350),1,2.1052503999999996,1,1,1,1,1
hw1_design_(3350)_v1,1,2.1052503999999996,1,1,1,1,1
hw1_design_(2229),1,2.1059303000000003,1,1,1,1,1
hw1_design_(2229)_v1,1,2.1059303000000003,1,1,1,1,1
hw1_design_(2757),1,2.106864,1,1,1,1,1
hw1_design_(2757)_v1,1,2.106864,1,1,1,1,1
hw1_design_(3620)_v1,1,2.1073895,1,1,1,1,1
hw1_design_(3620),1,2.1073895,1,1,1,1,1
hw1_design_(3494),1,2.109288,1,1,1,1,1
hw1_design_(3494)_v1,1,2.109288,1,1,1,1,1
hw1_design_(3496),1,2.1099877,1,1,1,1,1
hw1_design_(3496)_v1,1,2.1099877,1,1,1,1,1
hw1_design_(3610),1,2.1102834,1,1,1,1,1
hw1_design_(3610)_v1,1,2.1102834,1,1,1,1,1
hw1_design_(2865),1,2.1129992000000004,1,1,1,1,1
hw1_design_(2865)_v1,1,2.1129992000000004,1,1,1,1,1
hw1_design_(3624)_v1,1,2.113185,1,1,1,1,1
hw1_design_(3624),1,2.113185,1,1,1,1,1
hw1_design_(3377)_v1,1,2.114364,1,1,1,1,1
hw1_design_(3377),1,2.114364,1,1,1,1,1
hw1_design_(2668)_v1,1,2.114623,1,1,1,1,1
hw1_design_(2668),1,2.114623,1,1,1,1,1
hw1_design_(3509)_v1,1,2.114727,1,1,1,1,1
hw1_design_(3509),1,2.114727,1,1,1,1,1
hw1_design_(3372)_v1,1,2.1152720000000005,1,1,1,1,1
hw1_design_(3372),1,2.1152720000000005,1,1,1,1,1
hw1_design_(3370),1,2.115344,1,1,1,1,1
hw1_design_(3370)_v1,1,2.115344,1,1,1,1,1
hw1_design_(2344),1,2.117198,1,1,1,1,1
hw1_design_(2344)_v1,1,2.117198,1,1,1,1,1
hw1_design_(3317),1,2.118145,1,1,1,1,1
hw1_design_(3317)_v1,1,2.118145,1,1,1,1,1
hw1_design_(3343)_v1,1,2.119505,1,1,1,1,1
hw1_design_(3343),1,2.119505,1,1,1,1,1
hw1_design_(3560),1,2.120084,1,1,1,1,1
hw1_design_(3560)_v1,1,2.120084,1,1,1,1,1
hw1_design_(3687),1,2.1203141,1,1,1,1,1
hw1_design_(3687)_v1,1,2.1203141,1,1,1,1,1
hw1_design_(3354),1,2.1219952,1,1,1,1,1
hw1_design_(3354)_v1,1,2.1219952,1,1,1,1,1
hw1_design_(2222),1,2.1246781,1,1,1,1,1
hw1_design_(2222)_v1,1,2.1246781,1,1,1,1,1
hw1_design_(3688)_v1,1,2.1257162,1,1,1,1,1
hw1_design_(3688),1,2.1257162,1,1,1,1,1
hw1_design_(3794)_v1,1,2.1261687000000005,1,1,1,1,1
hw1_design_(3794),1,2.1261687000000005,1,1,1,1,1
hw1_design_(3768),1,2.1271045,1,1,1,1,1
hw1_design_(3768)_v1,1,2.1271045,1,1,1,1,1
hw1_design_(3229)_v1,1,2.1276464,1,1,1,1,1
hw1_design_(3229),1,2.1276464,1,1,1,1,1
hw1_design_(3373)_v1,1,2.1278372,1,1,1,1,1
hw1_design_(3373),1,2.1278372,1,1,1,1,1
hw1_design_(3672)_v1,1,2.1287422,1,1,1,1,1
hw1_design_(3672),1,2.1287422,1,1,1,1,1
hw1_design_(3376),1,2.1292825,1,1,1,1,1
hw1_design_(3376)_v1,1,2.1292825,1,1,1,1,1
hw1_design_(3686),1,2.1303873,1,1,1,1,1
hw1_design_(3686)_v1,1,2.1303873,1,1,1,1,1
hw1_design_(2221),1,2.1307955,1,1,1,1,1
hw1_design_(2221)_v1,1,2.1307955,1,1,1,1,1
hw1_design_(3375)_v1,1,2.1309848,1,1,1,1,1
hw1_design_(3375),1,2.1309848,1,1,1,1,1
hw1_design_(3522)_v1,1,2.1330938000000006,1,1,1,1,1
hw1_design_(3522),1,2.1330938000000006,1,1,1,1,1
hw1_design_(3495)_v1,1,2.1336637,1,1,1,1,1
hw1_design_(3495),1,2.1336637,1,1,1,1,1
hw1_design_(3651),1,2.133934,1,1,1,1,1
hw1_design_(3651)_v1,1,2.133934,1,1,1,1,1
hw1_design_(3516)_v1,1,2.134276,1,1,1,1,1
hw1_design_(3516),1,2.134276,1,1,1,1,1
hw1_design_(3368),1,2.134337,1,1,1,1,1
hw1_design_(3368)_v1,1,2.134337,1,1,1,1,1
hw1_design_(3622),1,2.1347284,1,1,1,1,1
hw1_design_(3622)_v1,1,2.1347284,1,1,1,1,1
hw1_design_(3213)_v1,1,2.1349523,1,1,1,1,1
hw1_design_(3213),1,2.1349523,1,1,1,1,1
hw1_design_(3795)_v1,1,2.1360846,1,1,1,1,1
hw1_design_(3795),1,2.1360846,1,1,1,1,1
